"TOA5","LFBB CR1000X","CR1000X","40106","CR1000X.Std.06.00","CPU:Fryxell_BB_2023_v2.CR1X","31757","LF15min"
"TIMESTAMP","RECORD","Year","Day_of_Year","MilitaryTime","DecTime","DecTime_2","stage_Avg","Temp_stg_Avg","ablation_Avg","UW_PAR_moored_Avg","UW_PAR_hanging_Avg","Air_Temp_Avg","Temp_DOdeep_Avg","OSat_DOdeep_Avg","Conc_mgL_DOdeep_Avg","Conc_ppm_DOdeep_Avg","Temp_DOshallow_Avg","OSat_Dshallow_Avg","Conc_mgL_DOshallow_Avg","Conc_ppm_DOshallow_Avg","PTemp_C","BattV_Min"
"TS","RN","","","","","","m","deg C","m","Âµmol/s/mÂ²","Âµmol/s/mÂ²","deg C","deg C","%","mg/L","ppm","deg C","%","mg/L","ppm","deg C","Volts"
"","","Smp","Smp","Smp","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp","Min"
"2023-12-10 01:00:00",713,2023,344,100,0.9400045,"2023.9400046",7.278,2.984,8.3,-0.864,-0.49,-6.004,2.884,122.6,16.68,16.68,2.38,220.3,30.39,30.39,-3.837,12.65
"2023-12-10 01:15:00",714,2023,344,115,0.940033,"2023.940033",7.278,2.984,8.3,-0.847,-0.472,-6.031,2.884,122.9,16.72,16.72,2.38,220.5,30.4,30.4,-4.07,12.64
"2023-12-10 01:30:00",715,2023,344,130,0.9400615,"2023.9400614",7.278,2.984,8.3,-0.839,-0.465,-6.391,2.885,122.8,16.71,16.71,2.381,220.5,30.4,30.4,-4.328,12.63
"2023-12-10 01:45:00",716,2023,344,145,0.9400899,"2023.9400899",7.277,2.983,8.3,-0.83,-0.46,-6.585,2.885,122.1,16.61,16.61,2.38,220.8,30.44,30.44,-4.592,12.63
"2023-12-10 02:00:00",717,2023,344,200,0.9401184,"2023.9401184",7.277,2.984,8.3,-0.824,-0.454,-6.82,2.884,121.6,16.54,16.54,2.38,220.5,30.41,30.41,-4.807,12.62
"2023-12-10 02:15:00",718,2023,344,215,0.9401468,"2023.9401468",7.277,2.984,8.3,-0.827,-0.449,-7.319,2.885,121.4,16.52,16.52,2.381,220.4,30.39,30.39,-4.993,12.62
"2023-12-10 02:30:00",719,2023,344,230,0.9401753,"2023.9401753",7.278,2.984,8.3,-0.835,-0.451,-8.13,2.885,120.9,16.45,16.45,2.381,220,30.34,30.34,-5.134,12.62
"2023-12-10 02:45:00",720,2023,344,245,0.9402038,"2023.9402038",7.277,2.984,8.3,-0.844,-0.463,-8.35,2.885,120.9,16.44,16.44,2.381,220.7,30.44,30.44,-5.216,12.61
"2023-12-10 03:00:00",721,2023,344,300,0.9402322,"2023.9402322",7.277,2.984,8.3,-0.858,-0.475,-8.35,2.885,121.3,16.5,16.5,2.381,220.4,30.39,30.39,-5.241,12.61
"2023-12-10 03:15:00",722,2023,344,315,0.9402606,"2023.9402606",7.277,2.984,8.3,-0.882,-0.488,-8.3,2.886,121.9,16.59,16.59,2.381,220.4,30.39,30.39,-5.193,12.61
"2023-12-10 03:30:00",723,2023,344,330,0.9402891,"2023.9402891",7.277,2.984,8.3,-0.912,-0.511,-8.16,2.886,122.1,16.6,16.6,2.381,220.2,30.37,30.37,-5.154,12.61
"2023-12-10 03:45:00",724,2023,344,345,0.9403176,"2023.9403176",7.277,2.985,8.3,-0.944,-0.54,-7.868,2.886,122.1,16.6,16.6,2.381,220.5,30.41,30.41,-5.255,12.61
"2023-12-10 04:00:00",725,2023,344,400,0.940346,"2023.940346",7.278,2.985,8.3,-0.983,-0.572,-7.87,2.886,122,16.59,16.59,2.381,220.4,30.39,30.39,-5.46,12.61
"2023-12-10 04:15:00",726,2023,344,415,0.9403746,"2023.9403746",7.278,2.984,8.3,-1.028,-0.605,-7.439,2.886,122,16.59,16.59,2.381,220.2,30.36,30.36,-5.764,12.61
"2023-12-10 04:30:00",727,2023,344,430,0.940403,"2023.940403",7.278,2.984,8.3,-1.077,-0.649,-6.709,2.887,122.3,16.64,16.64,2.381,220.6,30.42,30.42,-6.06,12.61
"2023-12-10 04:45:00",728,2023,344,445,0.9404314,"2023.9404314",7.278,2.985,8.3,-1.127,-0.695,-6.454,2.887,122.8,16.71,16.71,2.382,220.3,30.38,30.38,-6.298,12.61
"2023-12-10 05:00:00",729,2023,344,500,0.9404599,"2023.9404599",7.278,2.985,8.3,-1.183,-0.76,-6.076,2.887,123.3,16.77,16.77,2.381,220.4,30.39,30.39,-6.455,12.62
"2023-12-10 05:15:00",730,2023,344,515,0.9404883,"2023.9404883",7.277,2.985,8.3,-1.253,-0.806,-5.442,2.887,123.3,16.77,16.77,2.382,220.4,30.4,30.4,-6.529,12.62
"2023-12-10 05:30:00",731,2023,344,530,0.9405168,"2023.9405168",7.277,2.986,8.3,-1.317,-0.847,-5.632,2.888,123,16.73,16.73,2.382,220.3,30.38,30.38,-6.502,12.62
"2023-12-10 05:45:00",732,2023,344,545,0.9405453,"2023.9405454",7.277,2.986,8.3,-1.348,-0.91,-4.979,2.89,122.6,16.68,16.68,2.382,220.2,30.37,30.37,-6.35,12.63
"2023-12-10 06:00:00",733,2023,344,600,0.9405738,"2023.9405738",7.277,2.986,8.3,-1.461,-0.966,-3.939,2.89,122.1,16.61,16.61,2.382,220.4,30.39,30.39,-6.031,12.64
"2023-12-10 06:15:00",734,2023,344,615,0.9406022,"2023.9406022",7.277,2.986,8.3,-1.546,-1.009,-3.393,2.89,121.6,16.54,16.54,2.382,220.5,30.41,30.41,-5.469,12.64
"2023-12-10 06:30:00",735,2023,344,630,0.9406307,"2023.9406306",7.277,2.987,8.3,-1.634,-1.064,-3.417,2.89,121.5,16.52,16.52,2.382,220.1,30.35,30.35,-4.672,12.66
"2023-12-10 06:45:00",736,2023,344,645,0.9406591,"2023.9406591",7.277,2.988,8.3,-1.727,-1.135,-1.85,2.89,121,16.46,16.46,2.382,220.2,30.36,30.36,-3.712,12.66
"2023-12-10 07:00:00",737,2023,344,700,0.9406875,"2023.9406875",7.277,2.988,8.3,-1.823,-1.271,-1.215,2.89,121.3,16.5,16.5,2.382,220.4,30.39,30.39,-2.777,12.66
"2023-12-10 07:15:00",738,2023,344,715,0.9407161,"2023.9407161",7.277,2.988,8.3,-1.926,-1.347,-0.18,2.889,122.1,16.61,16.61,2.382,220.3,30.38,30.38,-1.922,12.69
"2023-12-10 07:30:00",739,2023,344,730,0.9407445,"2023.9407445",7.277,2.988,8.3,-2.031,-1.441,0.629,2.889,122.9,16.72,16.72,2.382,220.3,30.38,30.38,-1.239,12.7
"2023-12-10 07:45:00",740,2023,344,745,0.940773,"2023.940773",7.277,2.988,8.3,-2.136,-1.532,0.791,2.89,123.4,16.78,16.78,2.383,220.2,30.36,30.36,-0.635,12.71
"2023-12-10 08:00:00",741,2023,344,800,0.9408014,"2023.9408014",7.277,2.988,8.3,-2.249,-1.608,-0.513,2.89,123.3,16.77,16.77,2.382,220.4,30.39,30.39,-0.024,12.74
"2023-12-10 08:15:00",742,2023,344,815,0.9408299,"2023.9408298",7.277,2.988,8.3,-2.362,-1.645,-3.424,2.891,123.8,16.83,16.83,2.383,220.1,30.35,30.35,0.406,12.75
"2023-12-10 08:30:00",743,2023,344,830,0.9408583,"2023.9408583",7.277,2.989,8.3,-2.472,-1.745,-2.613,2.89,124,16.87,16.87,2.383,220.2,30.36,30.36,0.788,12.78
"2023-12-10 08:45:00",744,2023,344,845,0.9408869,"2023.9408869",7.277,2.989,8.3,-2.587,-1.818,-0.678,2.89,124.3,16.9,16.9,2.382,220.4,30.39,30.39,1.251,12.8
"2023-12-10 09:00:00",745,2023,344,900,0.9409153,"2023.9409153",7.277,2.989,8.3,-2.698,-1.9,1.057,2.891,124.2,16.9,16.9,2.383,220.2,30.37,30.37,1.779,12.83
"2023-12-10 09:15:00",746,2023,344,915,0.9409437,"2023.9409437",7.277,2.989,8.3,-2.793,-1.999,1.381,2.89,123.9,16.85,16.85,2.383,220.3,30.38,30.38,2.369,12.87
"2023-12-10 09:30:00",747,2023,344,930,0.9409722,"2023.9409722",7.277,2.99,8.3,-2.92,-2.101,-0.88,2.891,123.3,16.77,16.77,2.383,220,30.33,30.33,2.815,12.9
"2023-12-10 09:45:00",748,2023,344,945,0.9410006,"2023.9410006",7.277,2.991,8.3,-3.04,-2.221,-0.407,2.891,122.6,16.68,16.68,2.383,220.2,30.37,30.37,3.099,12.94
"2023-12-10 10:00:00",749,2023,344,1000,0.9410291,"2023.941029",7.278,2.992,8.3,-3.162,-2.344,0.404,2.892,122.1,16.6,16.6,2.383,220,30.34,30.34,3.18,12.98
"2023-12-10 10:15:00",750,2023,344,1015,0.9410576,"2023.9410576",7.278,2.993,8.3,-3.283,-2.451,-1.284,2.892,121.4,16.51,16.51,2.383,220.1,30.34,30.34,2.821,13.03
"2023-12-10 10:30:00",751,2023,344,1030,0.9410861,"2023.9410861",7.278,2.992,8.3,-3.39,-2.505,-1.944,2.892,121.1,16.47,16.47,2.383,220.2,30.37,30.37,2.338,13.08
"2023-12-10 10:45:00",752,2023,344,1045,0.9411145,"2023.9411145",7.278,2.993,8.3,-3.493,-2.575,-1.634,2.892,121.5,16.53,16.53,2.383,220.4,30.39,30.39,2.033,13.12
"2023-12-10 11:00:00",753,2023,344,1100,0.941143,"2023.941143",7.278,2.994,8.3,-3.59,-2.66,-1.957,2.892,122.3,16.64,16.64,2.384,220.3,30.37,30.37,1.771,13.17
"2023-12-10 11:15:00",754,2023,344,1115,0.9411714,"2023.9411714",7.278,2.994,8.3,-3.676,-2.733,-1.561,2.892,122.7,16.68,16.68,2.384,220,30.34,30.34,1.568,13.23
"2023-12-10 11:30:00",755,2023,344,1130,0.9411998,"2023.9411998",7.278,2.995,8.3,-3.759,-2.804,-1.619,2.893,122.5,16.66,16.66,2.384,220.1,30.35,30.35,1.445,13.28
"2023-12-10 11:45:00",756,2023,344,1145,0.9412284,"2023.9412284","NAN","NAN","NAN",-3.835,-2.871,-1.441,2.893,121.9,16.58,16.58,2.384,220,30.34,30.34,1.415,13.33
"2023-12-10 12:00:00",757,2023,344,1200,0.9412568,"2023.9412568",7.278,2.996,8.3,-3.908,-2.934,-1.284,2.893,122,16.6,16.6,2.383,220.3,30.38,30.38,1.434,13.38
"2023-12-10 12:15:00",758,2023,344,1215,0.9412853,"2023.9412853",7.278,2.997,8.3,-3.976,-2.991,-1.215,2.893,122,16.59,16.59,2.384,219.9,30.32,30.32,1.416,13.43
"2023-12-10 12:30:00",759,2023,344,1230,0.9413137,"2023.9413138",7.278,2.997,8.3,-4.036,-3.045,-1.622,2.892,122.2,16.63,16.63,2.384,220.2,30.36,30.36,1.294,13.41
"2023-12-10 12:45:00",760,2023,344,1245,0.9413422,"2023.9413422",7.278,2.997,8.3,-4.082,-3.093,-2.046,2.893,122.7,16.69,16.69,2.384,220.2,30.36,30.36,1.093,13.4
"2023-12-10 13:00:00",761,2023,344,1300,0.9413706,"2023.9413706",7.278,2.997,8.3,-4.127,-3.13,-2.206,2.893,123.2,16.76,16.76,2.384,220.3,30.37,30.37,0.883,13.39
"2023-12-10 13:15:00",762,2023,344,1315,0.9413992,"2023.9413991",7.278,2.997,8.3,-4.161,-3.167,-2.002,2.893,123.7,16.82,16.82,2.384,220.2,30.36,30.36,0.718,13.39
"2023-12-10 13:30:00",763,2023,344,1330,0.9414276,"2023.9414276",7.278,2.997,8.3,-4.185,-3.239,-1.798,2.893,123.9,16.86,16.86,2.384,220.4,30.39,30.39,0.672,13.39
"2023-12-10 13:45:00",764,2023,344,1345,0.941456,"2023.941456",7.278,2.997,8.3,-4.197,-3.271,-1.612,2.893,123.9,16.86,16.86,2.384,220.1,30.35,30.35,0.672,13.38
"2023-12-10 14:00:00",765,2023,344,1400,0.9414845,"2023.9414845",7.278,2.997,8.3,-4.203,-3.259,-1.416,2.894,123.6,16.81,16.81,2.384,220,30.33,30.33,0.743,13.38
"2023-12-10 14:15:00",766,2023,344,1415,0.9415129,"2023.941513",7.278,2.997,8.3,-4.201,-3.253,-1.559,2.893,123.4,16.78,16.78,2.384,220.3,30.38,30.38,0.754,13.38
"2023-12-10 14:30:00",767,2023,344,1430,0.9415414,"2023.9415414",7.278,2.997,8.3,-4.186,-3.219,-1.645,2.894,123.8,16.83,16.83,2.384,219.9,30.32,30.32,0.744,13.38
"2023-12-10 14:45:00",768,2023,344,1445,0.9415699,"2023.9415699",7.278,2.997,8.3,-4.163,-3.179,-1.826,2.893,124,16.87,16.87,2.384,219.9,30.32,30.32,0.739,13.38
"2023-12-10 15:00:00",769,2023,344,1500,0.9415984,"2023.9415983",7.278,2.997,8.3,-4.126,-3.142,-1.827,2.894,124,16.87,16.87,2.384,219.9,30.33,30.33,0.764,13.38
"2023-12-10 15:15:00",770,2023,344,1515,0.9416268,"2023.9416268",7.278,2.998,8.3,-4.09,-3.099,-1.663,2.895,124.2,16.9,16.9,2.384,220.3,30.37,30.37,0.863,13.37
"2023-12-10 15:30:00",771,2023,344,1530,0.9416553,"2023.9416553",7.278,2.997,8.3,-4.037,-3.063,-1.663,2.896,124.2,16.89,16.89,2.384,220.2,30.36,30.36,0.963,13.38
"2023-12-10 15:45:00",772,2023,344,1545,0.9416837,"2023.9416837",7.278,2.997,8.3,-3.982,-3.02,-1.521,2.897,123.7,16.83,16.83,2.384,219.8,30.3,30.3,1.077,13.37
"2023-12-10 16:00:00",773,2023,344,1600,0.9417121,"2023.9417122",7.278,2.997,8.3,-3.915,-2.97,-1.638,2.897,122.9,16.71,16.71,2.384,220,30.34,30.34,1.165,13.37
"2023-12-10 16:15:00",774,2023,344,1615,0.9417407,"2023.9417407",7.278,2.998,8.3,-3.84,-2.912,-1.572,2.897,121.5,16.52,16.52,2.384,219.8,30.31,30.31,1.255,13.37
"2023-12-10 16:30:00",775,2023,344,1630,0.9417691,"2023.9417691",7.278,2.999,8.3,-3.76,-2.846,-1.768,2.896,120.8,16.42,16.42,2.383,219.9,30.33,30.33,1.292,13.37
"2023-12-10 16:45:00",776,2023,344,1645,0.9417976,"2023.9417975",7.278,2.999,8.3,-3.678,-2.774,-1.695,2.895,120.7,16.42,16.42,2.384,220.2,30.37,30.37,1.305,13.37
"2023-12-10 17:00:00",777,2023,344,1700,0.941826,"2023.9418261",7.278,2.998,8.3,-3.586,-2.705,-1.853,2.895,121.3,16.5,16.5,2.383,220.3,30.37,30.37,1.274,13.37
"2023-12-10 17:15:00",778,2023,344,1715,0.9418545,"2023.9418545",7.278,2.998,8.3,-3.493,-2.644,-1.801,2.894,122.6,16.68,16.68,2.383,219.9,30.32,30.32,1.233,13.37
"2023-12-10 17:30:00",779,2023,344,1730,0.9418829,"2023.9418829",7.278,2.998,8.3,-3.395,-2.587,-1.797,2.895,123.6,16.81,16.81,2.383,220.2,30.37,30.37,1.218,13.37
"2023-12-10 17:45:00",780,2023,344,1745,0.9419115,"2023.9419114",7.278,2.998,8.3,-3.298,-2.511,-1.897,2.895,124.4,16.92,16.92,2.383,219.9,30.32,30.32,1.19,13.38
"2023-12-10 18:00:00",781,2023,344,1800,0.9419399,"2023.9419399",7.278,2.998,8.3,-3.194,-2.425,-1.844,2.895,124.7,16.97,16.97,2.383,220,30.33,30.33,1.187,13.38
"2023-12-10 18:15:00",782,2023,344,1815,0.9419683,"2023.9419683",7.278,2.998,8.3,-3.083,-2.331,-2.034,2.895,124.5,16.93,16.93,2.383,219.9,30.33,30.33,1.178,13.39
"2023-12-10 18:30:00",783,2023,344,1830,0.9419968,"2023.9419968",7.278,2.998,8.3,-2.974,-2.248,-1.754,2.895,124.7,16.95,16.95,2.383,219.8,30.31,30.31,1.179,13.41
"2023-12-10 18:45:00",784,2023,344,1845,0.9420252,"2023.9420253",7.278,2.998,8.3,-2.865,-2.147,-1.939,2.895,124.3,16.91,16.91,2.383,220,30.33,30.33,1.14,13.41
"2023-12-10 19:00:00",785,2023,344,1900,0.9420537,"2023.9420537",7.278,2.998,8.3,-2.754,-2.036,-1.94,2.895,124.4,16.93,16.93,2.383,219.7,30.29,30.29,1.018,13.4
"2023-12-10 19:15:00",786,2023,344,1915,0.9420822,"2023.9420822",7.278,2.998,8.3,-2.641,-1.934,-1.998,2.895,123.7,16.82,16.82,2.383,219.7,30.29,30.29,0.899,13.38
"2023-12-10 19:30:00",787,2023,344,1930,0.9421107,"2023.9421106",7.278,2.998,8.3,-2.52,-1.824,-2.026,2.894,122.5,16.66,16.66,2.383,220,30.34,30.34,0.803,13.36
"2023-12-10 19:45:00",788,2023,344,1945,0.9421391,"2023.9421391",7.278,2.998,8.3,-2.402,-1.722,-2.054,2.895,122.4,16.65,16.65,2.383,219.6,30.28,30.28,0.744,13.33
"2023-12-10 20:00:00",789,2023,344,2000,0.9421676,"2023.9421676",7.278,2.997,8.3,-2.282,-1.625,-2.225,2.895,122.9,16.71,16.71,2.382,219.7,30.29,30.29,0.714,13.3
"2023-12-10 20:15:00",790,2023,344,2015,0.942196,"2023.942196",7.278,2.996,8.3,-2.168,-1.538,-2.418,2.895,123.2,16.75,16.75,2.383,220,30.34,30.34,0.66,13.26
"2023-12-10 20:30:00",791,2023,344,2030,0.9422244,"2023.9422245",7.278,2.997,8.3,-2.053,-1.45,-2.518,2.895,124.4,16.91,16.91,2.382,220,30.34,30.34,0.632,13.22
"2023-12-10 20:45:00",792,2023,344,2045,0.9422529,"2023.942253",7.278,2.996,8.3,-1.948,-1.362,-2.983,2.895,125,16.99,16.99,2.383,219.9,30.33,30.33,0.622,13.18
"2023-12-10 21:00:00",793,2023,344,2100,0.9422814,"2023.9422814",7.278,2.996,8.3,-1.845,-1.273,-3.213,2.895,125.3,17.04,17.04,2.382,219.6,30.28,30.28,0.633,13.14
"2023-12-10 21:15:00",794,2023,344,2115,0.9423099,"2023.9423098",7.278,2.996,8.3,-1.749,-1.202,-3.279,2.895,125.6,17.09,17.09,2.383,220,30.33,30.33,0.692,13.05
"2023-12-10 21:30:00",795,2023,344,2130,0.9423383,"2023.9423383",7.278,2.995,8.3,-1.652,-1.124,-3.318,2.895,125.7,17.09,17.09,2.382,219.7,30.3,30.3,0.775,12.97
"2023-12-10 21:45:00",796,2023,344,2145,0.9423668,"2023.9423668",7.278,2.995,8.3,-1.563,-1.05,-3.438,2.895,125.6,17.08,17.08,2.382,219.8,30.3,30.3,0.815,12.9
"2023-12-10 22:00:00",797,2023,344,2200,0.9423952,"2023.9423952",7.278,2.996,8.3,-1.48,-0.983,-3.587,2.895,125.6,17.09,17.09,2.382,219.8,30.3,30.3,0.805,12.84
"2023-12-10 22:15:00",798,2023,344,2215,0.9424237,"2023.9424237",7.278,2.995,8.3,-1.401,-0.922,-3.641,2.895,126,17.14,17.14,2.382,219.3,30.25,30.25,0.75,12.8
"2023-12-10 22:30:00",799,2023,344,2230,0.9424521,"2023.9424522",7.278,2.995,8.3,-1.328,-0.866,-3.488,2.896,126,17.13,17.13,2.382,219.9,30.33,30.33,0.835,12.77
"2023-12-10 22:45:00",800,2023,344,2245,0.9424806,"2023.9424806",7.278,2.995,8.3,-1.259,-0.795,-3.517,2.896,125.7,17.09,17.09,2.382,219.2,30.23,30.23,0.94,12.75
"2023-12-10 23:00:00",801,2023,344,2300,0.9425091,"2023.9425091",7.278,2.995,8.3,-1.196,-0.749,-3.741,2.896,125.5,17.07,17.07,2.382,219.8,30.31,30.31,0.857,12.73
"2023-12-10 23:15:00",802,2023,344,2315,0.9425375,"2023.9425375",7.278,2.995,8.3,-1.138,-0.721,-3.864,2.896,125.1,17.01,17.01,2.382,219.6,30.28,30.28,0.665,12.72
"2023-12-10 23:30:00",803,2023,344,2330,0.942566,"2023.942566",7.278,2.995,8.3,-1.085,-0.689,-3.835,2.896,124.3,16.91,16.91,2.383,219.8,30.3,30.3,0.503,12.71
"2023-12-10 23:45:00",804,2023,344,2345,0.9425945,"2023.9425945",7.278,2.995,8.3,-1.034,-0.647,-3.639,2.896,123.4,16.79,16.79,2.382,219.8,30.31,30.31,0.422,12.69
"2023-12-11 00:00:00",805,2023,345,0,0.9426229,"2023.9426229",7.278,2.995,8.3,-0.991,-0.606,-3.465,2.896,123.4,16.78,16.78,2.382,219.8,30.31,30.31,0.444,12.68
"2023-12-11 00:15:00",806,2023,345,15,0.9426513,"2023.9426514",7.278,2.995,8.3,-0.954,-0.591,-3.518,2.896,123.5,16.8,16.8,2.382,219.6,30.28,30.28,0.333,12.68
"2023-12-11 00:30:00",807,2023,345,30,0.9426799,"2023.9426799",7.278,2.994,8.3,-0.922,-0.555,-2.997,2.897,124,16.86,16.86,2.382,219.3,30.25,30.25,0.067,12.68
"2023-12-11 00:45:00",808,2023,345,45,0.9427083,"2023.9427083",7.278,2.994,8.3,-0.894,-0.497,-2.705,2.896,124.8,16.97,16.97,2.382,219.6,30.28,30.28,-0.122,12.64
"2023-12-11 01:00:00",809,2023,345,100,0.9427367,"2023.9427367",7.278,2.994,8.3,-0.873,-0.473,-2.8,2.897,125.2,17.03,17.03,2.382,219.4,30.25,30.25,-0.452,12.66
"2023-12-11 01:15:00",810,2023,345,115,0.9427652,"2023.9427652",7.278,2.994,8.3,-0.857,-0.467,-2.948,2.897,125.2,17.02,17.02,2.382,219.6,30.28,30.28,-0.789,12.65
"2023-12-11 01:30:00",811,2023,345,130,0.9427937,"2023.9427937",7.278,2.995,8.3,-0.844,-0.487,-2.703,2.898,125.2,17.02,17.02,2.382,219.3,30.24,30.24,-1.067,12.64
"2023-12-11 01:45:00",812,2023,345,145,0.9428221,"2023.9428221",7.278,2.994,8.3,-0.833,-0.486,-2.903,2.898,124.7,16.96,16.96,2.382,219.9,30.32,30.32,-1.298,12.64
"2023-12-11 02:00:00",813,2023,345,200,0.9428506,"2023.9428506",7.278,2.994,8.3,-0.831,-0.494,-3.095,2.898,123.8,16.83,16.83,2.382,219.5,30.27,30.27,-1.484,12.63
"2023-12-11 02:15:00",814,2023,345,215,0.9428791,"2023.9428791",7.278,2.995,8.3,-0.831,-0.509,-3.787,2.898,122.4,16.65,16.65,2.382,219.5,30.26,30.26,-1.645,12.63
"2023-12-11 02:30:00",815,2023,345,230,0.9429075,"2023.9429075",7.278,2.994,8.3,-0.84,-0.526,-4.802,2.899,121.1,16.48,16.48,2.382,219.6,30.28,30.28,-1.797,12.63
"2023-12-11 02:45:00",816,2023,345,245,0.942936,"2023.942936",7.278,2.995,8.3,-0.85,-0.496,-5.199,2.9,120.9,16.44,16.44,2.382,219.8,30.31,30.31,-1.878,12.63
"2023-12-11 03:00:00",817,2023,345,300,0.9429644,"2023.9429644",7.278,2.995,8.3,-0.864,-0.453,-5.17,2.901,121.3,16.49,16.49,2.383,219.1,30.21,30.21,-1.837,12.62
"2023-12-11 03:15:00",818,2023,345,315,0.9429929,"2023.9429929",7.278,2.995,8.3,-0.879,-0.449,-5.096,2.901,122.5,16.65,16.65,2.383,219.5,30.27,30.27,-1.703,12.63
"2023-12-11 03:30:00",819,2023,345,330,0.9430214,"2023.9430214",7.278,2.994,8.3,-0.915,-0.476,-4.979,2.901,123.3,16.77,16.77,2.382,219.6,30.28,30.28,-1.609,12.62
"2023-12-11 03:45:00",820,2023,345,345,0.9430498,"2023.9430498",7.278,2.994,8.3,-0.943,-0.523,-4.76,2.901,123.3,16.77,16.77,2.382,219.4,30.25,30.25,-1.56,12.61
"2023-12-11 04:00:00",821,2023,345,400,0.9430783,"2023.9430782",7.278,2.995,8.3,-0.985,-0.558,-4.066,2.902,123.1,16.73,16.73,2.382,219.5,30.26,30.26,-1.517,12.63
"2023-12-11 04:15:00",822,2023,345,415,0.9431068,"2023.9431068",7.278,2.995,8.3,-1.031,-0.615,-2.391,2.902,123.1,16.74,16.74,2.382,219.4,30.25,30.25,-1.53,12.62
"2023-12-11 04:30:00",823,2023,345,430,0.9431352,"2023.9431352",7.278,2.995,8.3,-1.079,-0.66,0.733,2.902,122.7,16.69,16.69,2.383,219.3,30.24,30.24,-1.582,12.63
"2023-12-11 04:45:00",824,2023,345,445,0.9431636,"2023.9431636",7.278,2.996,8.3,-1.132,-0.696,1.363,2.903,122.2,16.62,16.62,2.383,219.8,30.31,30.31,-1.682,12.63
"2023-12-11 05:00:00",825,2023,345,500,0.9431922,"2023.9431922",7.278,2.996,8.3,-1.173,-0.745,3.242,2.903,121.4,16.5,16.5,2.383,219.4,30.26,30.26,-1.765,12.63
"2023-12-11 05:15:00",826,2023,345,515,0.9432206,"2023.9432206",7.278,2.996,8.3,-1.241,-0.777,3.115,2.903,120.7,16.41,16.41,2.383,219.5,30.26,30.26,-1.784,12.64
"2023-12-11 05:30:00",827,2023,345,530,0.943249,"2023.943249",7.278,2.996,8.3,-1.316,-0.811,1.342,2.903,120.1,16.33,16.33,2.383,219.2,30.23,30.23,-1.718,12.65
"2023-12-11 05:45:00",828,2023,345,545,0.9432775,"2023.9432775",7.278,2.997,8.3,-1.395,-0.894,2.294,2.903,119.7,16.28,16.28,2.383,219.2,30.22,30.22,-1.564,12.65
"2023-12-11 06:00:00",829,2023,345,600,0.943306,"2023.943306",7.278,2.997,8.3,-1.476,-0.939,1.506,2.903,119.2,16.21,16.21,2.383,219.7,30.3,30.3,-1.375,12.66
"2023-12-11 06:15:00",830,2023,345,615,0.9433344,"2023.9433344",7.278,2.997,8.3,-1.561,-0.995,1.366,2.904,119.3,16.22,16.22,2.383,219.4,30.25,30.25,-1.086,12.67
"2023-12-11 06:30:00",831,2023,345,630,0.943363,"2023.943363",7.278,2.997,8.3,-1.652,-1.067,-0.286,2.904,120.7,16.41,16.41,2.383,219.2,30.23,30.23,-0.764,12.67
"2023-12-11 06:45:00",832,2023,345,645,0.9433914,"2023.9433914",7.278,2.997,8.3,-1.749,-1.146,-1.01,2.905,121.2,16.48,16.48,2.383,219,30.2,30.2,-0.447,12.68
"2023-12-11 07:00:00",833,2023,345,700,0.9434198,"2023.9434198",7.278,2.998,8.3,-1.846,-1.232,-1.63,2.904,120.6,16.4,16.4,2.383,219.7,30.29,30.29,-0.211,12.69
"2023-12-11 07:15:00",834,2023,345,715,0.9434483,"2023.9434483",7.278,2.998,8.3,-1.954,-1.32,-1.22,2.904,120.3,16.36,16.36,2.383,219.3,30.25,30.25,-0.091,12.69
"2023-12-11 07:30:00",835,2023,345,730,0.9434767,"2023.9434767",7.278,2.999,8.3,-2.064,-1.416,-1.24,2.905,120.4,16.37,16.37,2.384,219.5,30.27,30.27,0.032,12.72
"2023-12-11 07:45:00",836,2023,345,745,0.9435052,"2023.9435052",7.278,2.999,8.3,-2.171,-1.51,-1.084,2.906,119.4,16.23,16.23,2.384,219.3,30.24,30.24,0.158,12.73
"2023-12-11 08:00:00",837,2023,345,800,0.9435337,"2023.9435337",7.278,2.999,8.3,-2.284,-1.603,-1.992,2.906,118.5,16.12,16.12,2.384,219.5,30.27,30.27,0.211,12.75
"2023-12-11 08:15:00",838,2023,345,815,0.9435622,"2023.9435622",7.278,2.999,8.3,-2.398,-1.703,-1.94,2.906,117.8,16.02,16.02,2.384,219.1,30.21,30.21,0.206,12.77
"2023-12-11 08:30:00",839,2023,345,830,0.9435906,"2023.9435906",7.278,3,8.3,-2.515,-1.8,-1.974,2.906,117.6,15.98,15.98,2.385,219.1,30.22,30.22,0.198,12.78
"2023-12-11 08:45:00",840,2023,345,845,0.9436191,"2023.943619",7.278,3,8.3,-2.635,-1.894,-1.78,2.906,117.7,16.01,16.01,2.385,219.4,30.25,30.25,0.254,12.81
"2023-12-11 09:00:00",841,2023,345,900,0.9436475,"2023.9436475",7.278,3.001,8.3,-2.748,-1.991,-1.533,2.906,118.4,16.1,16.1,2.385,219.1,30.21,30.21,0.361,12.84
